WATER_SYSTEM_ID,WATER_SYSTEM_NAME,FACILITY_NAME,FACILITY_NUMBER,FACILITY_TYPE,SAMPLING_POINT_NAME,SAMPLING_POINT_ID,ANALYTE_CLASS,ANALYTE_NAME,COLLECTED_ON,CONCENTRATION,UNIT_OF_MEASURE,MEASURED_VALUE,MCL,MCL_UOM,RESIDUAL_CHLORINE_AMOUNT,RESIDUAL_CHLORINE_METHOD,DISCLAIMER
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-07-26,2.100000000,UG/L,2.100000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOACETIC ACID,2019-07-26,2.400000000,UG/L,2.400000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOBROMOACETIC ACID,2019-07-26,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TRICHLOROACETIC ACID,2019-07-26,2.800000000,UG/L,2.800000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOCHLOROMETHANE,2019-10-03,6.500000000,UG/L,6.500000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMODICHLOROMETHANE,2019-10-03,5.300000000,UG/L,5.300000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOFORM,2019-10-03,6.700000000,UG/L,6.700000000,1.000000000,MG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,CHLOROFORM,2019-10-03,11.000000000,UG/L,11.000000000,1.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2019-10-03,16.000000000,UG/L,16.000000000,60.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DICHLOROACETIC ACID,2019-10-03,5.900000000,UG/L,5.900000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOCHLOROACETIC ACID,2019-10-03,< 2.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-10-03,2.200000000,UG/L,2.200000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOACETIC ACID,2019-10-03,2.600000000,UG/L,2.600000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOBROMOACETIC ACID,2019-10-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TRICHLOROACETIC ACID,2019-10-03,7.800000000,UG/L,7.800000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TTHM,2019-10-03,30.000000000,UG/L,30.000000000,80.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOFORM,2020-01-02,5.700000000,UG/L,5.700000000,1.000000000,MG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMODICHLOROMETHANE,2020-01-02,2.700000000,UG/L,2.700000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOCHLOROMETHANE,2020-01-02,4.100000000,UG/L,4.100000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TTHM,2020-01-02,15.000000000,UG/L,15.000000000,80.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOCHLOROACETIC ACID,2020-01-02,< 2.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DICHLOROACETIC ACID,2020-01-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TRICHLOROACETIC ACID,2020-01-02,1.200000000,UG/L,1.200000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOBROMOACETIC ACID,2020-01-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOACETIC ACID,2020-01-02,1.700000000,UG/L,1.700000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOCHLOROACETIC ACID,2020-01-02,1.200000000,UG/L,1.200000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2020-01-02,2.900000000,UG/L,2.900000000,60.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,CHLOROFORM,2020-01-02,2.300000000,UG/L,2.300000000,1.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TTHM,2020-04-02,32.000000000,UG/L,32.000000000,80.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOCHLOROMETHANE,2020-04-02,2.100000000,UG/L,2.100000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMODICHLOROMETHANE,2020-04-02,7.500000000,UG/L,7.500000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOFORM,2020-04-02,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,CHLOROFORM,2020-04-02,22.000000000,UG/L,22.000000000,1.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2020-04-02,25.000000000,UG/L,25.000000000,60.000000000,UG/L     ,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMOCHLOROACETIC ACID,2020-04-02,2.800000000,UG/L,2.800000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOACETIC ACID,2020-04-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOBROMOACETIC ACID,2020-04-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,TRICHLOROACETIC ACID,2020-04-02,15.000000000,UG/L,15.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DICHLOROACETIC ACID,2020-04-02,9.700000000,UG/L,9.700000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,MONOCHLOROACETIC ACID,2020-04-02,< 2.000000000,UG/L,0.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,DIBROMOCHLOROMETHANE,2020-07-01,5.000000000,UG/L,5.000000000,,,,,
HI0000214,LAHAINA,LAHAINA DIST,DS214,DS,BAKER ST.  HYD. 205,903,Disinfectant By Product,BROMODICHLOROMETHANE,2020-07-01,4.000000000,UG/L,4.000000000,,,,,
