WATER_SYSTEM_ID,WATER_SYSTEM_NAME,FACILITY_NAME,FACILITY_NUMBER,FACILITY_TYPE,SAMPLING_POINT_NAME,SAMPLING_POINT_ID,ANALYTE_CLASS,ANALYTE_NAME,COLLECTED_ON,CONCENTRATION,UNIT_OF_MEASURE,MEASURED_VALUE,MCL,MCL_UOM,RESIDUAL_CHLORINE_AMOUNT,RESIDUAL_CHLORINE_METHOD,DISCLAIMER
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2019-04-02,1.600000000,UG/L,1.600000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2019-04-02,14.000000000,UG/L,14.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2019-04-02,< 2.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2019-04-02,5.100000000,UG/L,5.100000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2019-04-02,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2019-04-02,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2019-07-24,13.000000000,UG/L,13.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2019-07-24,< 2.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-07-24,2.100000000,UG/L,2.100000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2019-07-24,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2019-07-24,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2019-07-24,2.100000000,UG/L,2.100000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2019-07-24,15.000000000,UG/L,15.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2019-07-24,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2019-07-24,3.900000000,UG/L,3.900000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2019-07-24,3.900000000,UG/L,3.900000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2019-07-24,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2019-07-24,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2019-10-03,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2019-10-03,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2019-10-03,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2019-10-03,5.600000000,UG/L,5.600000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2019-10-03,30.000000000,UG/L,30.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2019-10-03,20.000000000,UG/L,20.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2019-10-03,4.800000000,UG/L,4.800000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-10-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2019-10-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2019-10-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2019-10-03,4.900000000,UG/L,4.900000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2019-10-03,5.600000000,UG/L,5.600000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2020-01-02,4.300000000,UG/L,4.300000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2020-01-02,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2020-01-02,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2020-01-02,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2020-01-02,4.300000000,UG/L,4.300000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2020-01-02,22.000000000,UG/L,22.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2020-01-02,1.800000000,UG/L,1.800000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2020-01-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2020-01-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2020-01-02,3.600000000,UG/L,3.600000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2020-01-02,16.000000000,UG/L,16.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2020-01-02,2.400000000,UG/L,2.400000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2020-04-02,10.000000000,UG/L,10.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2020-04-02,1.500000000,UG/L,1.500000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2020-04-02,4.000000000,UG/L,4.000000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2020-04-02,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2020-04-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2020-04-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2020-04-02,1.300000000,UG/L,1.300000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2020-04-02,9.100000000,UG/L,9.100000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2020-04-02,< 0.500000000,UG/L,0.000000000,,,,,
